CpbNum,CpbFec,PctCod,Suma de MovDebe,Suma de MovHaber,CcCod,CodAux
00000092,2020-12-31 00:00:00,5-1-1-01,$644943,$0,001,S/A
00000092,2020-12-31 00:00:00,5-1-1-01,$2426379,$0,002,S/A
00000092,2020-12-31 00:00:00,5-1-1-01,$1314463,$0,003,S/A
00000092,2020-12-31 00:00:00,5-1-1-01,$1071151,$0,020,S/A
00000093,2020-12-31 00:00:00,1-1-1-01,$115318,$0,00000000,S/A
00000093,2020-12-31 00:00:00,1-1-1-02,$381343,$0,00000000,S/A
00000093,2020-12-31 00:00:00,1-1-1-05,$61137,$0,00000000,S/A
00000093,2020-12-31 00:00:00,1-1-1-06,$0,$0,00000000,S/A
00000093,2020-12-31 00:00:00,1-3-1-05,$0,$557798,00000000,S/A
00000103,2020-01-01 00:00:00,1-2-2-01,$150000000,$0,00000000,S/A
00000103,2020-01-01 00:00:00,3-3-1-02,$0,$150000000,00000000,S/A
00000108,2020-02-28 00:00:00,1-3-1-01,$4910749,$0,00000000,9999999999
00000108,2020-02-28 00:00:00,3-6-1-01,$0,$784069,00000000,S/A
00000108,2020-02-28 00:00:00,4-1-1-01,$0,$890750,001,S/A
00000108,2020-02-28 00:00:00,4-1-1-02,$0,$685580,002,S/A
00000108,2020-02-28 00:00:00,4-1-1-03,$0,$985500,002,S/A
00000108,2020-02-28 00:00:00,4-1-1-04,$0,$755800,002,S/A
00000108,2020-02-28 00:00:00,4-1-1-05,$0,$558550,002,S/A
00000108,2020-02-28 00:00:00,4-1-1-06,$0,$250500,002,S/A
00000109,2020-03-28 00:00:00,1-3-1-01,$12405819,$0,00000000,9999999999
00000109,2020-03-28 00:00:00,3-6-1-01,$0,$1980761,00000000,S/A
00000109,2020-03-28 00:00:00,4-1-1-01,$0,$1758000,001,S/A
00000109,2020-03-28 00:00:00,4-1-1-02,$0,$3259000,002,S/A
00000109,2020-03-28 00:00:00,4-1-1-03,$0,$1650000,002,S/A
00000109,2020-03-28 00:00:00,4-1-1-04,$0,$1558000,002,S/A
00000109,2020-03-28 00:00:00,4-1-1-05,$0,$1250000,002,S/A
00000109,2020-03-28 00:00:00,4-1-1-06,$0,$950058,002,S/A
00000110,2020-04-28 00:00:00,1-3-1-01,$25344572,$0,00000000,9999999999
00000110,2020-04-28 00:00:00,3-6-1-01,$0,$4045772,00000000,S/A
00000110,2020-04-28 00:00:00,4-1-1-01,$0,$2250000,001,S/A
00000110,2020-04-28 00:00:00,4-1-1-02,$0,$3450000,002,S/A
00000110,2020-04-28 00:00:00,4-1-1-03,$0,$6785000,002,S/A
00000110,2020-04-28 00:00:00,4-1-1-04,$0,$1558800,002,S/A
00000110,2020-04-28 00:00:00,4-1-1-05,$0,$2250000,002,S/A
00000110,2020-04-28 00:00:00,4-1-1-06,$0,$5005000,002,S/A
00000111,2020-05-28 00:00:00,1-3-1-01,$19141876,$0,00000000,9999999999
00000111,2020-05-28 00:00:00,3-6-1-01,$0,$3056426,00000000,S/A
00000111,2020-05-28 00:00:00,4-1-1-01,$0,$3350450,001,S/A
00000111,2020-05-28 00:00:00,4-1-1-02,$0,$2450000,002,S/A
00000111,2020-05-28 00:00:00,4-1-1-03,$0,$1550000,002,S/A
00000111,2020-05-28 00:00:00,4-1-1-04,$0,$3280000,002,S/A
00000111,2020-05-28 00:00:00,4-1-1-05,$0,$80000,002,S/A
00000111,2020-05-28 00:00:00,4-1-1-06,$0,$5375000,002,S/A
00000112,2020-06-30 00:00:00,1-3-1-01,$27316986,$0,00000000,9999999999
00000112,2020-06-30 00:00:00,3-6-1-01,$0,$4361536,00000000,S/A
00000112,2020-06-30 00:00:00,4-1-1-01,$0,$350450,001,S/A
00000112,2020-06-30 00:00:00,4-1-1-02,$0,$8450000,002,S/A
00000112,2020-06-30 00:00:00,4-1-1-03,$0,$5550000,002,S/A
00000112,2020-06-30 00:00:00,4-1-1-04,$0,$280000,002,S/A
00000112,2020-06-30 00:00:00,4-1-1-05,$0,$1350000,002,S/A
00000112,2020-06-30 00:00:00,4-1-1-06,$0,$6975000,002,S/A
00000113,2020-07-30 00:00:00,1-3-1-01,$14464985,$0,00000000,9999999999
00000113,2020-07-30 00:00:00,3-6-1-01,$0,$2309535,00000000,S/A
00000113,2020-07-30 00:00:00,4-1-1-01,$0,$1350450,001,S/A
00000113,2020-07-30 00:00:00,4-1-1-02,$0,$1450000,002,S/A
00000113,2020-07-30 00:00:00,4-1-1-03,$0,$2550000,002,S/A
00000113,2020-07-30 00:00:00,4-1-1-04,$0,$680000,002,S/A
00000113,2020-07-30 00:00:00,4-1-1-05,$0,$2550000,002,S/A
00000113,2020-07-30 00:00:00,4-1-1-06,$0,$3575000,002,S/A
00000114,2020-08-30 00:00:00,1-3-1-01,$12917985,$0,00000000,9999999999
00000114,2020-08-30 00:00:00,3-6-1-01,$0,$2062535,00000000,S/A
00000114,2020-08-30 00:00:00,4-1-1-01,$0,$2350450,001,S/A
00000114,2020-08-30 00:00:00,4-1-1-02,$0,$1250000,002,S/A
00000114,2020-08-30 00:00:00,4-1-1-03,$0,$1150000,002,S/A
00000114,2020-08-30 00:00:00,4-1-1-04,$0,$680000,002,S/A
00000114,2020-08-30 00:00:00,4-1-1-05,$0,$1550000,002,S/A
00000114,2020-08-30 00:00:00,4-1-1-06,$0,$3875000,002,S/A
00000115,2020-12-31 00:00:00,1-1-1-03,$0,$161200,00000000,1
00000115,2020-12-31 00:00:00,1-1-1-03,$0,$100000,00000000,3
00000115,2020-12-31 00:00:00,1-1-1-03,$0,$64787,00000000,7
00000115,2020-12-31 00:00:00,1-1-1-03,$0,$396699,00000000,8
00000115,2020-12-31 00:00:00,1-1-1-03,$0,$175485,00000000,9
00000115,2020-12-31 00:00:00,1-2-2-04,$9259907,$5971162,00000000,S/A
00000115,2020-12-31 00:00:00,1-3-1-01,$0,$96760,00000000,1
00000115,2020-12-31 00:00:00,1-3-1-01,$0,$199090,00000000,2
00000115,2020-12-31 00:00:00,1-3-1-01,$0,$410345,00000000,3
00000115,2020-12-31 00:00:00,1-3-1-01,$0,$304334,00000000,4
00000115,2020-12-31 00:00:00,1-3-1-01,$0,$78918,00000000,5
00000115,2020-12-31 00:00:00,1-3-1-01,$0,$716307,00000000,6
00000115,2020-12-31 00:00:00,1-3-1-01,$0,$167678,00000000,8
00000115,2020-12-31 00:00:00,1-3-1-01,$0,$899160,00000000,9
00000115,2020-12-31 00:00:00,1-3-1-02,$0,$686861,00000000,00000010
00000115,2020-12-31 00:00:00,1-4-1-01,$0,$748580,00000000,8
00000115,2020-12-31 00:00:00,1-4-1-03,$0,$306470,00000000,1
00000115,2020-12-31 00:00:00,1-4-1-03,$0,$541927,00000000,2
00000115,2020-12-31 00:00:00,1-4-1-03,$0,$323615,00000000,3
00000115,2020-12-31 00:00:00,1-4-1-03,$0,$172280,00000000,4
00000115,2020-12-31 00:00:00,1-4-1-03,$0,$299012,00000000,5
00000115,2020-12-31 00:00:00,1-4-1-03,$0,$529490,00000000,6
00000115,2020-12-31 00:00:00,1-4-1-03,$0,$1273668,00000000,7
00000115,2020-12-31 00:00:00,1-4-1-03,$0,$607240,00000000,9
00000115,2020-12-31 00:00:00,3-1-1-01,$1529172,$0,001,88888888
00000115,2020-12-31 00:00:00,3-2-1-01,$163244,$0,00000000,100
00000115,2020-12-31 00:00:00,3-2-1-01,$615810,$0,00000000,101
00000115,2020-12-31 00:00:00,3-2-1-01,$1031738,$0,00000000,102
00000115,2020-12-31 00:00:00,3-2-1-01,$778623,$0,00000000,103
00000115,2020-12-31 00:00:00,3-2-1-01,$1177166,$0,00000000,104
00000115,2020-12-31 00:00:00,3-2-1-01,$675408,$0,00000000,105
00000116,2020-12-31 00:00:00,1-2-2-04,$6038781,$0,00000000,S/A
00000116,2020-12-31 00:00:00,1-3-1-01,$0,$375240,00000000,6
00000116,2020-12-31 00:00:00,1-3-1-01,$0,$87349,00000000,9
00000116,2020-12-31 00:00:00,1-3-1-01,$0,$5148749,00000000,9999999999
00000116,2020-12-31 00:00:00,1-4-1-03,$0,$427443,00000000,9999999999
00000117,2020-12-31 00:00:00,1-3-1-01,$1349743,$0,00000000,1
00000117,2020-12-31 00:00:00,1-3-1-01,$2166917,$0,00000000,2
00000117,2020-12-31 00:00:00,1-3-1-01,$1448893,$0,00000000,3
00000117,2020-12-31 00:00:00,1-3-1-01,$681509,$0,00000000,4
00000117,2020-12-31 00:00:00,1-3-1-01,$782788,$0,00000000,5
00000117,2020-12-31 00:00:00,1-3-1-01,$1338167,$0,00000000,6
00000117,2020-12-31 00:00:00,1-3-1-01,$4516521,$0,00000000,7
00000117,2020-12-31 00:00:00,1-3-1-01,$920282,$0,00000000,8
00000117,2020-12-31 00:00:00,1-3-1-01,$899160,$0,00000000,9
00000117,2020-12-31 00:00:00,3-6-1-01,$0,$2151455,00000000,S/A
00000117,2020-12-31 00:00:00,4-1-1-02,$0,$4433600,001,S/A
00000117,2020-12-31 00:00:00,4-1-1-03,$0,$2439250,001,S/A
00000117,2020-12-31 00:00:00,4-1-1-04,$0,$1138100,001,S/A
00000117,2020-12-31 00:00:00,4-1-1-05,$0,$604080,001,S/A
00000117,2020-12-31 00:00:00,4-1-1-07,$0,$782800,001,S/A
00000117,2020-12-31 00:00:00,4-1-1-08,$0,$2657600,00000000,S/A
00000117,2020-12-31 00:00:00,5-1-4-03,$102905,$0,00000000,S/A
00000118,2020-12-01 00:00:00,1-1-1-01,$115318,$0,00000000,S/A
00000118,2020-12-01 00:00:00,1-1-1-02,$381343,$0,00000000,S/A
00000118,2020-12-01 00:00:00,1-1-1-03,$306795,$0,00000000,1
00000118,2020-12-01 00:00:00,1-1-1-03,$164787,$0,00000000,7
00000118,2020-12-01 00:00:00,1-1-1-03,$396699,$0,00000000,8
00000118,2020-12-01 00:00:00,1-1-1-03,$175485,$0,00000000,9
00000118,2020-12-01 00:00:00,1-1-1-05,$290116,$0,00000000,S/A
00000118,2020-12-01 00:00:00,1-1-1-06,$464176,$0,00000000,S/A
00000118,2020-12-01 00:00:00,1-3-1-01,$0,$306795,00000000,1
00000118,2020-12-01 00:00:00,1-3-1-01,$0,$462064,00000000,2
00000118,2020-12-01 00:00:00,1-3-1-01,$0,$231091,00000000,4
00000118,2020-12-01 00:00:00,1-3-1-01,$0,$164787,00000000,7
00000118,2020-12-01 00:00:00,1-3-1-01,$0,$396699,00000000,8
00000118,2020-12-01 00:00:00,1-3-1-01,$0,$175485,00000000,9
00000118,2020-12-01 00:00:00,1-3-1-05,$0,$557798,00000000,S/A
00000119,2020-12-31 00:00:00,2-1-1-02,$53000,$0,00000000,S/A
00000119,2020-12-31 00:00:00,2-1-1-03,$0,$395000,00000000,S/A
00000119,2020-12-31 00:00:00,2-1-2-02,$6000,$0,00000000,S/A
00000119,2020-12-31 00:00:00,2-1-2-03,$0,$70000,00000000,S/A
00000119,2020-12-31 00:00:00,4-2-3-01,$0,$59000,00000000,S/A
00000119,2020-12-31 00:00:00,5-3-1-01,$465000,$0,00000000,S/A
00000121,2020-01-31 00:00:00,1-3-1-01,$3763078,$0,00000000,1
00000121,2020-01-31 00:00:00,1-3-1-01,$2714985,$0,00000000,101
00000121,2020-01-31 00:00:00,1-3-1-01,$3711789,$0,00000000,104
00000121,2020-01-31 00:00:00,1-3-1-01,$1196902,$0,00000000,105
00000121,2020-01-31 00:00:00,1-3-1-01,$1505469,$0,00000000,2
00000121,2020-01-31 00:00:00,1-3-1-01,$3954846,$0,00000000,3
00000121,2020-01-31 00:00:00,1-3-1-01,$2345728,$0,00000000,4
00000121,2020-01-31 00:00:00,1-3-1-01,$3774002,$0,00000000,5
00000121,2020-01-31 00:00:00,1-3-1-01,$2429028,$0,00000000,6
00000121,2020-01-31 00:00:00,1-3-1-01,$4063791,$0,00000000,7
00000121,2020-01-31 00:00:00,1-3-1-01,$1534422,$0,00000000,8
00000121,2020-01-31 00:00:00,1-3-1-01,$2365125,$0,00000000,9
00000121,2020-01-31 00:00:00,3-6-1-01,$0,$5326255,00000000,S/A
00000121,2020-01-31 00:00:00,4-1-1-02,$0,$3118680,001,S/A
00000121,2020-01-31 00:00:00,4-1-1-03,$0,$4588600,001,S/A
00000121,2020-01-31 00:00:00,4-1-1-05,$0,$6609330,001,S/A
00000121,2020-01-31 00:00:00,4-1-1-06,$0,$4727400,001,S/A
00000121,2020-01-31 00:00:00,4-1-1-08,$0,$8988900,00000000,S/A
00000123,2020-02-28 00:00:00,1-3-1-01,$3030216,$0,00000000,1
00000123,2020-02-28 00:00:00,1-3-1-01,$2225003,$0,00000000,101
00000123,2020-02-28 00:00:00,1-3-1-01,$1566159,$0,00000000,104
00000123,2020-02-28 00:00:00,1-3-1-01,$1650030,$0,00000000,105
00000123,2020-02-28 00:00:00,1-3-1-01,$2077478,$0,00000000,2
00000123,2020-02-28 00:00:00,1-3-1-01,$3421786,$0,00000000,3
00000123,2020-02-28 00:00:00,1-3-1-01,$1170960,$0,00000000,4
00000123,2020-02-28 00:00:00,1-3-1-01,$3880245,$0,00000000,5
00000123,2020-02-28 00:00:00,1-3-1-01,$2478592,$0,00000000,6
00000123,2020-02-28 00:00:00,1-3-1-01,$5782329,$0,00000000,7
00000123,2020-02-28 00:00:00,1-3-1-01,$1004598,$0,00000000,8
00000123,2020-02-28 00:00:00,1-3-1-01,$3342710,$0,00000000,9
00000123,2020-02-28 00:00:00,3-6-1-01,$0,$5050186,00000000,S/A
00000123,2020-02-28 00:00:00,4-1-1-02,$0,$2823680,002,S/A
00000123,2020-02-28 00:00:00,4-1-1-03,$0,$1823610,002,S/A
00000123,2020-02-28 00:00:00,4-1-1-05,$0,$7141330,002,S/A
00000123,2020-02-28 00:00:00,4-1-1-06,$0,$10549800,002,S/A
00000123,2020-02-28 00:00:00,4-1-1-08,$0,$4241500,00000000,S/A
00000125,2020-03-31 00:00:00,1-3-1-01,$3979360,$0,00000000,1
00000125,2020-03-31 00:00:00,1-3-1-01,$3374781,$0,00000000,101
00000125,2020-03-31 00:00:00,1-3-1-01,$4072775,$0,00000000,104
00000125,2020-03-31 00:00:00,1-3-1-01,$2874981,$0,00000000,105
00000125,2020-03-31 00:00:00,1-3-1-01,$2484815,$0,00000000,2
00000125,2020-03-31 00:00:00,1-3-1-01,$4703178,$0,00000000,3
00000125,2020-03-31 00:00:00,1-3-1-01,$3838059,$0,00000000,4
00000125,2020-03-31 00:00:00,1-3-1-01,$4351830,$0,00000000,5
00000125,2020-03-31 00:00:00,1-3-1-01,$3348660,$0,00000000,6
00000125,2020-03-31 00:00:00,1-3-1-01,$1529448,$0,00000000,8
00000125,2020-03-31 00:00:00,1-3-1-01,$3992212,$0,00000000,9
00000125,2020-03-31 00:00:00,3-6-1-01,$0,$6155059,00000000,S/A
00000125,2020-03-31 00:00:00,4-1-1-02,$0,$7865310,002,S/A
00000125,2020-03-31 00:00:00,4-1-1-03,$0,$4504030,002,S/A
00000125,2020-03-31 00:00:00,4-1-1-05,$0,$6788200,002,S/A
00000125,2020-03-31 00:00:00,4-1-1-06,$0,$6471000,002,S/A
00000125,2020-03-31 00:00:00,4-1-1-08,$0,$6766500,00000000,S/A
00000127,2020-01-31 00:00:00,3-1-1-03,$0,$352774,00000000,S/A
00000127,2020-01-31 00:00:00,3-1-1-04,$0,$2333569,001,S/A
00000127,2020-01-31 00:00:00,3-1-1-04,$0,$2042828,002,S/A
00000127,2020-01-31 00:00:00,3-1-1-04,$0,$525950,003,S/A
00000127,2020-01-31 00:00:00,3-1-1-04,$0,$1638699,007,S/A
00000127,2020-01-31 00:00:00,3-1-1-04,$0,$2230905,012,S/A
00000127,2020-01-31 00:00:00,3-1-1-05,$0,$2198379,00000000,S/A
00000127,2020-01-31 00:00:00,3-1-1-06,$36000,$0,00000000,S/A
00000127,2020-01-31 00:00:00,3-6-1-04,$0,$215382,00000000,S/A
00000127,2020-01-31 00:00:00,5-1-1-01,$3024481,$0,001,S/A
00000127,2020-01-31 00:00:00,5-1-1-01,$2780527,$0,002,S/A
00000127,2020-01-31 00:00:00,5-1-1-01,$705968,$0,003,S/A
00000127,2020-01-31 00:00:00,5-1-1-01,$2195771,$0,007,S/A
00000127,2020-01-31 00:00:00,5-1-1-01,$2795739,$0,012,S/A
00000128,2020-01-31 00:00:00,3-1-1-03,$0,$149793,00000000,S/A
00000128,2020-01-31 00:00:00,3-1-1-04,$0,$431200,001,S/A
00000128,2020-01-31 00:00:00,3-1-1-04,$0,$1801214,002,S/A
00000128,2020-01-31 00:00:00,3-1-1-04,$0,$1004477,003,S/A
00000128,2020-01-31 00:00:00,3-1-1-04,$0,$681679,020,S/A
00000128,2020-01-31 00:00:00,3-1-1-05,$0,$958698,00000000,S/A
00000128,2020-01-31 00:00:00,3-6-1-04,$0,$65648,00000000,S/A
00000128,2020-01-31 00:00:00,5-1-1-01,$540358,$0,001,S/A
00000128,2020-01-31 00:00:00,5-1-1-01,$2298997,$0,002,S/A
00000128,2020-01-31 00:00:00,5-1-1-01,$1314463,$0,003,S/A
00000128,2020-01-31 00:00:00,5-1-1-01,$938891,$0,020,S/A
00000129,2020-01-31 00:00:00,1-2-2-02,$0,$1318040,00000000,S/A
00000129,2020-01-31 00:00:00,3-1-1-05,$1329040,$0,00000000,S/A
00000129,2020-01-31 00:00:00,3-1-1-06,$0,$11000,00000000,S/A
00000130,2020-01-31 00:00:00,1-2-2-02,$0,$540862,00000000,S/A
00000130,2020-01-31 00:00:00,3-1-1-05,$540862,$0,00000000,S/A
00000131,2020-01-31 00:00:00,3-1-1-05,$786549,$0,00000000,S/A
00000131,2020-01-31 00:00:00,3-1-1-06,$0,$786549,00000000,S/A
00000132,2020-01-31 00:00:00,3-1-1-05,$408756,$0,00000000,S/A
00000132,2020-01-31 00:00:00,3-1-1-06,$0,$408756,00000000,S/A
00000133,2020-01-31 00:00:00,1-1-1-01,$0,$2405077,00000000,S/A
00000133,2020-01-31 00:00:00,1-1-1-02,$0,$4176257,00000000,S/A
00000133,2020-01-31 00:00:00,1-2-2-01,$0,$2181617,00000000,S/A
00000133,2020-01-31 00:00:00,3-1-1-04,$2333569,$0,001,S/A
00000133,2020-01-31 00:00:00,3-1-1-04,$2042828,$0,002,S/A
00000133,2020-01-31 00:00:00,3-1-1-04,$525950,$0,003,S/A
00000133,2020-01-31 00:00:00,3-1-1-04,$1638699,$0,007,S/A
00000133,2020-01-31 00:00:00,3-1-1-04,$2230905,$0,012,S/A
00000133,2020-01-31 00:00:00,3-1-1-06,$0,$9000,00000000,S/A
00000134,2020-01-31 00:00:00,1-1-1-01,$0,$767993,00000000,S/A
00000134,2020-01-31 00:00:00,1-1-1-02,$0,$1281402,00000000,S/A
00000134,2020-01-31 00:00:00,1-2-2-01,$0,$1869175,00000000,S/A
00000134,2020-01-31 00:00:00,3-1-1-04,$431200,$0,001,S/A
00000134,2020-01-31 00:00:00,3-1-1-04,$1801214,$0,002,S/A
00000134,2020-01-31 00:00:00,3-1-1-04,$1004477,$0,003,S/A
00000134,2020-01-31 00:00:00,3-1-1-04,$681679,$0,020,S/A
00000135,2020-02-28 00:00:00,3-1-1-03,$0,$382760,00000000,S/A
00000135,2020-02-28 00:00:00,3-1-1-04,$0,$2043889,001,S/A
00000135,2020-02-28 00:00:00,3-1-1-04,$0,$2845270,002,S/A
00000135,2020-02-28 00:00:00,3-1-1-04,$0,$424477,003,S/A
00000135,2020-02-28 00:00:00,3-1-1-04,$0,$1566768,007,S/A
00000135,2020-02-28 00:00:00,3-1-1-04,$0,$2288966,012,S/A
00000135,2020-02-28 00:00:00,3-1-1-05,$0,$2123257,00000000,S/A
00000135,2020-02-28 00:00:00,3-1-1-06,$41950,$0,00000000,S/A
00000135,2020-02-28 00:00:00,3-6-1-04,$0,$270299,00000000,S/A
00000135,2020-02-28 00:00:00,5-1-1-01,$2691831,$0,001,S/A
00000135,2020-02-28 00:00:00,5-1-1-01,$3668635,$0,002,S/A
00000135,2020-02-28 00:00:00,5-1-1-01,$602260,$0,003,S/A
00000135,2020-02-28 00:00:00,5-1-1-01,$2073952,$0,007,S/A
00000135,2020-02-28 00:00:00,5-1-1-01,$2867058,$0,012,S/A
00000136,2020-02-28 00:00:00,3-1-1-03,$0,$164198,00000000,S/A
00000136,2020-02-28 00:00:00,3-1-1-04,$0,$517719,001,S/A
00000136,2020-02-28 00:00:00,3-1-1-04,$0,$1880117,002,S/A
00000136,2020-02-28 00:00:00,3-1-1-04,$0,$702331,003,S/A
00000136,2020-02-28 00:00:00,3-1-1-04,$0,$667637,020,S/A
00000136,2020-02-28 00:00:00,3-1-1-05,$0,$940989,00000000,S/A
00000136,2020-02-28 00:00:00,3-6-1-04,$0,$65785,00000000,S/A
00000136,2020-02-28 00:00:00,5-1-1-01,$643900,$0,001,S/A
00000136,2020-02-28 00:00:00,5-1-1-01,$2383918,$0,002,S/A
00000136,2020-02-28 00:00:00,5-1-1-01,$981295,$0,003,S/A
00000136,2020-02-28 00:00:00,5-1-1-01,$929663,$0,020,S/A
00000137,2020-02-28 00:00:00,3-1-1-05,$1297007,$0,00000000,S/A
00000137,2020-02-28 00:00:00,3-1-1-06,$0,$1297007,00000000,S/A
00000138,2020-02-28 00:00:00,3-1-1-05,$523431,$0,00000000,S/A
00000138,2020-02-28 00:00:00,3-1-1-06,$0,$523431,00000000,S/A
00000139,2020-02-28 00:00:00,1-1-1-01,$0,$1994216,00000000,S/A
00000139,2020-02-28 00:00:00,1-1-1-02,$0,$4998036,00000000,S/A
00000139,2020-02-28 00:00:00,1-2-2-01,$0,$2168118,00000000,S/A
00000139,2020-02-28 00:00:00,3-1-1-04,$2043889,$0,001,S/A
00000139,2020-02-28 00:00:00,3-1-1-04,$2845270,$0,002,S/A
00000139,2020-02-28 00:00:00,3-1-1-04,$424477,$0,003,S/A
00000139,2020-02-28 00:00:00,3-1-1-04,$1566768,$0,007,S/A
00000139,2020-02-28 00:00:00,3-1-1-04,$2288966,$0,012,S/A
00000139,2020-02-28 00:00:00,3-1-1-06,$0,$9000,00000000,S/A
00000140,2020-02-28 00:00:00,1-1-1-01,$0,$720382,00000000,S/A
00000140,2020-02-28 00:00:00,1-1-1-02,$0,$1281240,00000000,S/A
00000140,2020-02-28 00:00:00,1-2-2-01,$0,$1766182,00000000,S/A
00000140,2020-02-28 00:00:00,3-1-1-04,$517719,$0,001,S/A
00000140,2020-02-28 00:00:00,3-1-1-04,$1880117,$0,002,S/A
00000140,2020-02-28 00:00:00,3-1-1-04,$702331,$0,003,S/A
00000140,2020-02-28 00:00:00,3-1-1-04,$667637,$0,020,S/A
00000141,2020-02-28 00:00:00,3-1-1-05,$782282,$0,00000000,S/A
00000141,2020-02-28 00:00:00,3-1-1-06,$0,$782282,00000000,S/A
00000142,2020-02-28 00:00:00,3-1-1-05,$410402,$0,00000000,S/A
00000142,2020-02-28 00:00:00,3-1-1-06,$0,$410402,00000000,S/A
00000143,2020-03-31 00:00:00,3-1-1-03,$0,$354337,00000000,S/A
00000143,2020-03-31 00:00:00,3-1-1-04,$0,$1956485,001,S/A
00000143,2020-03-31 00:00:00,3-1-1-04,$0,$3028138,002,S/A
00000143,2020-03-31 00:00:00,3-1-1-04,$0,$509068,003,S/A
00000143,2020-03-31 00:00:00,3-1-1-04,$0,$1487720,007,S/A
00000143,2020-03-31 00:00:00,3-1-1-04,$0,$2168768,012,S/A
00000143,2020-03-31 00:00:00,3-1-1-05,$0,$2101482,00000000,S/A
00000143,2020-03-31 00:00:00,3-1-1-06,$36000,$0,00000000,S/A
00000143,2020-03-31 00:00:00,3-6-1-04,$0,$255790,00000000,S/A
00000143,2020-03-31 00:00:00,5-1-1-01,$2565085,$0,001,S/A
00000143,2020-03-31 00:00:00,5-1-1-01,$3882827,$0,002,S/A
00000143,2020-03-31 00:00:00,5-1-1-01,$690704,$0,003,S/A
00000143,2020-03-31 00:00:00,5-1-1-01,$1962173,$0,007,S/A
00000143,2020-03-31 00:00:00,5-1-1-01,$2724999,$0,012,S/A
00000144,2020-03-31 00:00:00,3-1-1-03,$0,$150419,00000000,S/A
00000144,2020-03-31 00:00:00,3-1-1-04,$0,$516676,001,S/A
00000144,2020-03-31 00:00:00,3-1-1-04,$0,$634791,002,S/A
00000144,2020-03-31 00:00:00,3-1-1-04,$0,$991405,003,S/A
00000144,2020-03-31 00:00:00,3-1-1-04,$0,$677295,020,S/A
00000144,2020-03-31 00:00:00,3-1-1-05,$0,$850972,00000000,S/A
00000144,2020-03-31 00:00:00,3-1-1-06,$89794,$0,00000000,S/A
00000144,2020-03-31 00:00:00,3-6-1-04,$0,$107,00000000,S/A
00000144,2020-03-31 00:00:00,5-1-1-01,$642857,$0,001,S/A
00000144,2020-03-31 00:00:00,5-1-1-01,$847292,$0,002,S/A
00000144,2020-03-31 00:00:00,5-1-1-01,$1299113,$0,003,S/A
00000144,2020-03-31 00:00:00,5-1-1-01,$942609,$0,020,S/A
00000145,2020-03-31 00:00:00,3-1-1-05,$1308124,$0,00000000,S/A
00000145,2020-03-31 00:00:00,3-1-1-06,$0,$1308124,00000000,S/A
00000146,2020-03-31 00:00:00,3-1-1-05,$415210,$0,00000000,S/A
00000146,2020-03-31 00:00:00,3-1-1-06,$0,$415210,00000000,S/A
00000147,2020-03-31 00:00:00,1-1-1-01,$0,$2006761,00000000,S/A
00000147,2020-03-31 00:00:00,1-1-1-02,$0,$5104286,00000000,S/A
00000147,2020-03-31 00:00:00,1-2-2-01,$0,$2030132,00000000,S/A
00000147,2020-03-31 00:00:00,3-1-1-04,$1956485,$0,001,S/A
00000147,2020-03-31 00:00:00,3-1-1-04,$3028138,$0,002,S/A
00000147,2020-03-31 00:00:00,3-1-1-04,$509068,$0,003,S/A
00000147,2020-03-31 00:00:00,3-1-1-04,$1487720,$0,007,S/A
00000147,2020-03-31 00:00:00,3-1-1-04,$2168768,$0,012,S/A
00000147,2020-03-31 00:00:00,3-1-1-06,$0,$9000,00000000,S/A
00000148,2020-03-31 00:00:00,1-1-1-01,$0,$750478,00000000,S/A
00000148,2020-03-31 00:00:00,1-2-2-01,$0,$2069689,00000000,S/A
00000148,2020-03-31 00:00:00,3-1-1-04,$516676,$0,001,S/A
00000148,2020-03-31 00:00:00,3-1-1-04,$634791,$0,002,S/A
00000148,2020-03-31 00:00:00,3-1-1-04,$991405,$0,003,S/A
00000148,2020-03-31 00:00:00,3-1-1-04,$677295,$0,020,S/A
00000149,2020-03-31 00:00:00,3-1-1-05,$768524,$0,00000000,S/A
00000149,2020-03-31 00:00:00,3-1-1-06,$0,$768524,00000000,S/A
00000150,2020-03-31 00:00:00,3-1-1-05,$406677,$0,00000000,S/A
00000150,2020-03-31 00:00:00,3-1-1-06,$0,$406677,00000000,S/A
00000151,2020-04-30 00:00:00,3-1-1-03,$0,$355684,00000000,S/A
00000151,2020-04-30 00:00:00,3-1-1-04,$0,$2426788,001,S/A
00000151,2020-04-30 00:00:00,3-1-1-04,$0,$3102529,002,S/A
00000151,2020-04-30 00:00:00,3-1-1-04,$0,$549529,003,S/A
00000151,2020-04-30 00:00:00,3-1-1-04,$0,$1278270,007,S/A
00000151,2020-04-30 00:00:00,3-1-1-04,$0,$1992203,012,S/A
00000151,2020-04-30 00:00:00,3-1-1-05,$0,$1755992,00000000,S/A
00000151,2020-04-30 00:00:00,3-1-1-06,$36000,$0,00000000,S/A
00000151,2020-04-30 00:00:00,3-6-1-04,$0,$282818,00000000,S/A
00000151,2020-04-30 00:00:00,5-1-1-01,$3048985,$0,001,S/A
00000151,2020-04-30 00:00:00,5-1-1-01,$3874334,$0,002,S/A
00000151,2020-04-30 00:00:00,5-1-1-01,$693308,$0,003,S/A
00000151,2020-04-30 00:00:00,5-1-1-01,$1650306,$0,007,S/A
