NroInt;Linea;CodAux;Fecha;CodBode;CodProd;CodiCC;CantDespachada;CantFacturada;CantIngresada;Tipo;TotLinea
25;3;;06-01-2011 0:00;2;MPBC2;;0;0;150;E;46650
70;5;8;28-06-2020 0:00;1;BUN02;;5;5;0;F;47500
98;1;;06-02-2021 0:00;1;BUN01;;7;0;0;S;47574
79;1;100;07-03-2021 0:00;1;RES01;;0;0;60;E;48000
76;1;;09-01-2021 0:00;1;MPT01;;18;0;0;S;48240
2;4;3;10-01-2011 0:00;2;MPI04;;0;1;0;F;48750
10;4;3;07-01-2011 0:00;2;MPI04;;1;0;0;S;48750
22;4;8;19-01-2011 0:00;1;MPI04;;0;15;0;F;48750
26;4;8;12-01-2011 0:00;1;MPI04;;15;0;0;S;48750
90;1;;22-01-2021 0:00;1;BUI01;;6;0;0;S;48859
72;2;101;15-02-2021 0:00;1;PAH02;;0;0;5;E;49000
4;7;1;03-01-2011 0:00;1;MPBP0;;0;0;1300;E;49400
129;3;4;28-12-2020 0:00;1;MP201;;16;16;0;F;49600
4;8;1;03-01-2011 0:00;1;MPBS0;;0;0;400;E;50000
83;8;1;05-08-2020 0:00;1;BUI02;;4;4;0;F;50000
112;5;1;10-10-2020 0:00;1;MPA01;;10;10;0;F;50000
116;2;2;15-03-2021 0:00;2;BUI02;;4;0;0;S;50000
177;2;7;08-03-2021 0:00;1;BUI02;;4;4;0;F;50000
47;2;2;18-02-2011 0:00;1;CAH02;;0;4;0;F;50120
56;2;12233966;05-02-2011 0:00;1;CAH02;;4;0;0;S;50120
89;2;8;15-08-2020 0:00;1;CAH02;;4;4;0;F;50120
95;2;3;04-09-2020 0:00;1;CAH02;;4;4;0;F;50120
97;2;6;10-09-2020 0:00;1;CAH02;;4;4;0;F;50120
101;2;1;25-09-2020 0:00;1;CAH02;;4;4;0;F;50120
108;2;6;04-10-2020 0:00;1;CAH02;;4;4;0;F;50120
105;5;2;04-10-2020 0:00;1;BUN01;;6;6;0;F;50400
14;1;2;04-07-2020 0:00;1;BUI01;;5;0;0;R;51000
57;1;1;20-06-2020 0:00;1;BUI01;;5;5;0;F;51000
70;1;8;28-06-2020 0:00;1;BUI01;;5;5;0;F;51000
87;1;1;20-01-2021 0:00;1;BUI01;;5;0;0;S;51000
93;5;1;04-09-2020 0:00;1;BUI01;;5;5;0;F;51000
102;3;2;25-09-2020 0:00;1;BUI01;;5;5;0;F;51000
104;5;1;04-10-2020 0:00;1;BUI01;;5;5;0;F;51000
126;1;1;28-12-2020 0:00;1;BUI01;;5;5;0;F;51000
4;6;;06-01-2011 0:00;1;MPBM0;;100;0;0;S;51300
25;6;;06-01-2011 0:00;2;MPBM0;;0;0;100;E;51300
92;1;2;20-08-2020 0:00;1;CAH01;;6;6;0;F;51360
100;1;9;20-09-2020 0:00;1;CAH01;;6;6;0;F;51360
91;7;20;01-03-2021 0:00;1;ZZ103;;0;0;155;E;51615
29;6;1;05-02-2011 0:00;1;MPBM0;;0;0;100;E;51700
2;2;3;10-01-2011 0:00;2;MPI02;;0;15;0;F;51750
10;2;3;07-01-2011 0:00;2;MPI02;;15;0;0;S;51750
14;2;8;16-01-2011 0:00;2;MPI02;;0;5;0;F;51750
20;2;8;10-01-2011 0:00;2;MPI02;;5;0;0;S;51750
22;2;8;19-01-2011 0:00;1;MPI02;;0;10;0;F;51750
26;2;8;12-01-2011 0:00;1;MPI02;;10;0;0;S;51750
106;4;4;04-10-2020 0:00;1;CAM02;;3;3;0;F;51810
109;2;9;08-02-2021 0:00;2;CAM02;;3;0;0;S;51810
112;1;7;20-02-2021 0:00;2;CAM02;;3;0;0;S;51810
22;2;;02-02-2011 0:00;1;CHH02;;2;2;0;B;51900
24;2;;03-02-2011 0:00;1;CHH02;;2;2;0;B;51900
31;2;;07-02-2011 0:00;1;CHH02;;2;2;0;B;51900
39;2;89277000;16-02-2011 0:00;2;MPLA2;;0;5;0;F;52155
46;2;89277000;07-02-2011 0:00;2;MPLA2;;5;0;0;S;52155
9;1;12288963;06-01-2011 0:00;1;MPTA0;;0;0;30;E;52200
106;1;5;12-03-2021 0:00;1;PAH01;;3;0;0;S;52470
106;5;4;04-10-2020 0:00;1;PAH01;;3;3;0;F;52470
109;3;7;10-10-2020 0:00;1;PAH01;;3;3;0;F;52470
111;2;9;15-10-2020 0:00;1;PAH01;;3;3;0;F;52470
63;2;7;04-06-2020 0:00;1;MP102;;15;15;0;F;52500
113;4;1;10-11-2020 0:00;1;MP102;;15;15;0;F;52500
154;2;2;12-01-2021 0:00;1;MP102;;15;15;0;F;52500
7;3;12233966;06-01-2011 0:00;1;CHM01;;2;0;0;S;52972
47;5;2;18-02-2011 0:00;1;CHH01;;0;4;0;F;53960
85;3;3;05-08-2020 0:00;1;CHH01;;4;4;0;F;53960
101;3;1;25-09-2020 0:00;1;CHH01;;4;4;0;F;53960
107;1;6;15-03-2021 0:00;1;CHH01;;4;0;0;S;53960
10000025;2;3;05-10-2020 0:00;1;CHH01;;4;4;0;F;53960
31;3;6;14-02-2011 0:00;1;CAM01;;4;4;0;F;54492
10000005;2;10;02-02-2011 0:00;1;CHM01;;2;2;0;F;55760
10000005;3;10;02-02-2011 0:00;1;CHM01;;2;2;0;F;55760
115;4;3;02-11-2020 0:00;1;MPA02;;8;8;0;F;56000
129;2;4;28-12-2020 0:00;1;MP102;;16;16;0;F;56000
20;1;5;19-01-2011 0:00;2;PSH02;;0;1;0;F;56400
28;1;5;12-01-2011 0:00;2;PSH02;;1;0;0;S;56400
36;4;10;27-01-2011 0:00;1;ACD02;;6;0;0;S;56640
105;6;2;04-10-2020 0:00;1;BUN02;;6;6;0;F;57000
136;1;6;31-12-2020 0:00;1;BUN02;;6;6;0;F;57000
16;12;4;17-01-2011 0:00;1;MPTK2;;0;5;0;F;57300
22;12;4;11-01-2011 0:00;1;MPTK2;;5;0;0;S;57300
10000019;13;4;03-02-2011 0:00;1;MPTK2;;0;5;0;F;57300
105;3;2;04-10-2020 0:00;1;CAM01;;4;4;0;F;57360
108;3;6;04-10-2020 0:00;1;CAM01;;4;4;0;F;57360
10000035;1;3;17-03-2021 0:00;1;CAM01;;4;4;0;F;57360
3;2;4;10-01-2011 0:00;2;MPTA1;;0;1;0;F;57750
11;2;4;07-01-2011 0:00;2;MPTA1;;1;0;0;S;57750
16;1;4;17-01-2011 0:00;1;MPTA1;;0;14;0;F;57750
22;1;4;11-01-2011 0:00;1;MPTA1;;14;0;0;S;57750
10000019;2;4;03-02-2011 0:00;1;MPTA1;;0;15;0;F;57750
124;5;;23-03-2021 0:00;1;MM005;;6;0;0;S;58620
126;5;;30-03-2021 0:00;1;MM005;;6;0;0;S;58620
127;7;;30-03-2021 0:00;1;MM005;;6;0;0;S;58620
10000007;3;60004;02-02-2011 0:00;1;ACD01;;8;8;0;F;59144
91;1;1;25-08-2020 0:00;1;CAH01;;7;7;0;F;59920
113;6;1;10-11-2020 0:00;1;MP202;;15;15;0;F;60000
117;3;1;05-12-2020 0:00;1;BUN03;;8;8;0;F;60000
157;1;5;15-01-2021 0:00;1;MPA01;;12;12;0;F;60000
157;2;5;15-01-2021 0:00;1;MPA01;;12;12;0;F;60000
90;2;;22-01-2021 0:00;1;BUI02;;6;0;0;S;60006
14;1;1;25-01-2011 0:00;1;CAH01;;0;0;10;E;60030
71;2;100;10-02-2021 0:00;1;CAH02;;0;0;8;E;60480
111;1;;15-02-2021 0:00;2;CHH02;;3;0;0;S;60819
106;6;4;04-10-2020 0:00;1;PAH02;;3;3;0;F;61350
109;4;7;10-10-2020 0:00;1;PAH02;;3;3;0;F;61350
12;1;;17-01-2011 0:00;2;MPCK0;;30;30;0;B;61500
6;1;;03-01-2011 0:00;1;MPI01;;25;25;0;B;62500
14;2;2;04-07-2020 0:00;1;BUI02;;5;0;0;R;62500
57;2;1;20-06-2020 0:00;1;BUI02;;5;5;0;F;62500
70;2;8;28-06-2020 0:00;1;BUI02;;5;5;0;F;62500
93;6;1;04-09-2020 0:00;1;BUI02;;5;5;0;F;62500
102;4;2;25-09-2020 0:00;1;BUI02;;5;5;0;F;62500
104;6;1;04-10-2020 0:00;1;BUI02;;5;5;0;F;62500
126;2;1;28-12-2020 0:00;1;BUI02;;5;5;0;F;62500
13;1;1;10-07-2020 0:00;1;CAH02;;5;0;0;R;62650
78;2;1;04-07-2020 0:00;1;CAH02;;5;5;0;F;62650
83;2;1;05-08-2020 0:00;1;CAH02;;5;5;0;F;62650
86;2;4;10-08-2020 0:00;1;CAH02;;5;5;0;F;62650
88;2;7;15-08-2020 0:00;1;CAH02;;5;5;0;F;62650
90;2;9;20-08-2020 0:00;1;CAH02;;5;5;0;F;62650
93;2;1;04-09-2020 0:00;1;CAH02;;5;5;0;F;62650
98;2;7;10-09-2020 0:00;1;CAH02;;5;5;0;F;62650
99;2;8;15-09-2020 0:00;1;CAH02;;5;5;0;F;62650
102;2;2;25-09-2020 0:00;1;CAH02;;5;5;0;F;62650
103;2;5;25-09-2020 0:00;1;CAH02;;5;5;0;F;62650
105;2;2;04-10-2020 0:00;1;CAH02;;5;5;0;F;62650
118;2;1;17-03-2021 0:00;1;CAH02;;5;0;0;S;62650
10000008;1;50001;02-02-2011 0:00;1;CAH02;;5;5;0;F;62650
69;2;7;04-06-2020 0:00;1;MPA02;;9;9;0;F;63000
4;4;;06-01-2011 0:00;1;MPBC3;;150;0;0;S;63600
25;4;;06-01-2011 0:00;2;MPBC3;;0;0;150;E;63600
129;4;4;28-12-2020 0:00;1;MP202;;16;16;0;F;64000
7;1;12233966;06-01-2011 0:00;1;CHH01;;5;0;0;S;64080
10000017;4;VE005;03-02-2011 0:00;1;MPTT0;;10;10;0;F;65455
41;17;20;28-02-2011 0:00;1;BUN01;;0;0;10;E;67200
83;5;1;05-08-2020 0:00;1;CHH01;;5;5;0;F;67450
94;3;2;04-09-2020 0:00;1;CHH01;;5;5;0;F;67450
115;2;3;02-11-2020 0:00;1;CHH01;;5;5;0;F;67450
10000008;2;50001;02-02-2011 0:00;1;CHH01;;5;5;0;F;67450
3;7;4;10-01-2011 0:00;2;MPTK0;;0;1;0;F;67920
11;7;4;07-01-2011 0:00;2;MPTK0;;1;0;0;S;67920
16;10;4;17-01-2011 0:00;1;MPTK0;;0;7;0;F;67920
22;10;4;11-01-2011 0:00;1;MPTK0;;7;0;0;S;67920
10000019;11;4;03-02-2011 0:00;1;MPTK0;;0;8;0;F;67920
115;5;3;02-11-2020 0:00;1;MPA03;;8;8;0;F;68000
49;3;2;09-02-2011 0:00;1;CAM01;;5;5;0;F;68115
141;1;2;31-12-2020 0:00;1;CAH01;;8;8;0;F;68480
105;4;2;04-10-2020 0:00;1;CAM02;;4;4;0;F;69080
108;4;6;04-10-2020 0:00;1;CAM02;;4;4;0;F;69080
10000036;1;2;20-03-2021 0:00;1;CAM02;;4;4;0;F;69080
47;3;2;18-02-2011 0:00;1;PAH01;;0;4;0;F;69960
89;3;8;15-08-2020 0:00;1;PAH01;;4;4;0;F;69960
97;3;6;10-09-2020 0:00;1;PAH01;;4;4;0;F;69960
114;1;2;10-11-2020 0:00;1;PAH01;;4;4;0;F;69960
10000034;1;2;15-03-2021 0:00;1;PAH01;;4;4;0;F;69960
72;1;101;15-02-2021 0:00;1;PAH01;;0;0;7;E;70000
112;6;1;10-10-2020 0:00;1;MPA02;;10;10;0;F;70000
6;1;6;10-01-2011 0:00;2;PSH01;;0;1;0;F;70200
6;3;6;10-01-2011 0:00;2;PSM01;;0;2;0;F;70200
13;1;6;07-01-2011 0:00;2;PSH01;;1;0;0;S;70200
13;3;6;07-01-2011 0:00;2;PSM01;;2;0;0;S;70200
17;1;6;17-01-2011 0:00;1;PSH01;;0;1;0;F;70200
23;1;6;11-01-2011 0:00;1;PSH01;;1;0;0;S;70200
79;2;100;07-03-2021 0:00;1;RES02;;0;0;80;E;70400
159;1;7;15-01-2021 0:00;1;BUI01;;7;7;0;F;71400
49;2;2;09-02-2011 0:00;1;CAH02;;6;6;0;F;71421
83;3;1;05-08-2020 0:00;1;CAM01;;5;5;0;F;71700
86;3;4;10-08-2020 0:00;1;CAM01;;5;5;0;F;71700
93;3;1;04-09-2020 0:00;1;CAM01;;5;5;0;F;71700
104;3;1;04-10-2020 0:00;1;CAM01;;5;5;0;F;71700
142;1;3;31-12-2020 0:00;1;CAM01;;0;5;0;F;71700
3;10;4;10-01-2011 0:00;2;MPTP0;;0;5;0;F;72380
11;10;4;07-01-2011 0:00;2;MPTP0;;5;0;0;S;72380
16;14;4;17-01-2011 0:00;1;MPTP0;;0;6;0;F;72380
22;14;4;11-01-2011 0:00;1;MPTP0;;6;0;0;S;72380
10000019;15;4;03-02-2011 0:00;1;MPTP0;;0;11;0;F;72380
49;3;100;03-11-2020 0:00;1;BUI03;;0;0;10;E;74600
10000022;1;2;03-02-2011 0:00;1;ACM01;;1;1;0;F;74780
65;4;3;31-08-2020 0:00;1;BUN03;;10;0;0;S;75000
79;4;3;04-07-2020 0:00;1;BUN03;;0;10;0;F;75000
114;3;2;10-11-2020 0:00;1;MPA01;;15;15;0;F;75000
121;1;5;20-12-2020 0:00;1;MPA01;;15;15;0;F;75000
128;1;3;28-12-2020 0:00;1;MPA01;;15;15;0;F;75000
177;1;7;08-03-2021 0:00;1;BUI02;;6;6;0;F;75000
10;3;12288963;19-01-2011 0:00;1;ACD01;;0;0;10;E;75030
92;2;2;20-08-2020 0:00;1;CAH02;;6;6;0;F;75180
100;2;9;20-09-2020 0:00;1;CAH02;;6;6;0;F;75180
104;2;1;04-10-2020 0:00;1;CAH02;;6;6;0;F;75180
3;17;4;10-01-2011 0:00;2;MPTT3;;0;2;0;F;75790
11;17;4;07-01-2011 0:00;2;MPTT3;;2;0;0;S;75790
16;21;4;17-01-2011 0:00;1;MPTT3;;0;9;0;F;75790
22;21;4;11-01-2011 0:00;1;MPTT3;;9;0;0;S;75790
10000019;22;4;03-02-2011 0:00;1;MPTT3;;0;11;0;F;75790
88;1;2;21-01-2021 0:00;1;BUN02;;8;0;0;S;76000
10000006;1;60001;02-02-2011 0:00;1;ACM01;;1;1;0;F;76044
69;3;7;04-06-2020 0:00;1;MPA03;;9;9;0;F;76500
50;3;4;10-02-2011 0:00;1;CAM01;;5;5;0;F;76719
127;4;;30-03-2021 0:00;1;AM003;;20;0;0;S;76920
143;1;4;31-12-2020 0:00;1;CAH01;;9;9;0;F;77040
10000013;1;DE002;02-02-2011 0:00;1;MPTP3;;8;8;0;F;77120
85;2;3;05-08-2020 0:00;1;PAM01;;4;4;0;F;77280
54;3;101;12-11-2020 0:00;1;BUN03;;0;0;10;E;77600
5;4;;06-01-2011 0:00;1;MPI04;;30;0;0;S;78900
26;4;;06-01-2011 0:00;2;MPI04;;0;0;30;E;78900
9;2;12288963;06-01-2011 0:00;1;MPTA1;;0;0;30;E;79200
84;18;20;01-03-2021 0:00;1;AC004;;0;0;1000;E;80000
83;2;100;31-03-2021 0:00;1;SUST3;;0;0;10;E;80090
105;2;4;10-03-2021 0:00;1;CHH01;;6;0;0;S;80940
78;2;100;06-03-2021 0:00;1;CAH02;;0;0;10;E;81200
31;1;6;14-02-2011 0:00;1;CAH01;;10;10;0;F;81320
34;1;2;14-02-2011 0:00;2;CAH01;;0;10;0;F;81320
43;1;2;07-02-2011 0:00;2;CAH01;;10;0;0;S;81320
47;4;2;18-02-2011 0:00;1;PAH02;;0;4;0;F;81800
97;4;6;10-09-2020 0:00;1;PAH02;;4;4;0;F;81800
106;2;5;12-03-2021 0:00;1;PAH02;;4;0;0;S;81800
114;2;2;10-11-2020 0:00;1;PAH02;;4;4;0;F;81800
3;12;4;10-01-2011 0:00;2;MPTP2;;0;2;0;F;82008
11;12;4;07-01-2011 0:00;2;MPTP2;;2;0;0;S;82008
16;16;4;17-01-2011 0:00;1;MPTP2;;0;7;0;F;82008
22;16;4;11-01-2011 0:00;1;MPTP2;;7;0;0;S;82008
10000019;17;4;03-02-2011 0:00;1;MPTP2;;0;9;0;F;82008
49;1;100;03-11-2020 0:00;1;BUI01;;0;0;10;E;82600
3;14;4;10-01-2011 0:00;2;MPTT0;;0;2;0;F;82680
11;14;4;07-01-2011 0:00;2;MPTT0;;2;0;0;S;82680
16;18;4;17-01-2011 0:00;1;MPTT0;;0;10;0;F;82680
22;18;4;11-01-2011 0:00;1;MPTT0;;10;0;0;S;82680
10000019;19;4;03-02-2011 0:00;1;MPTT0;;0;12;0;F;82680
118;3;2;05-12-2020 0:00;1;BUI03;;9;9;0;F;82800
5;1;20;04-01-2011 0:00;1;MPCK0;;0;0;500;E;83500
91;5;20;01-03-2021 0:00;1;ZZ101;;0;0;55;E;83710
73;1;102;15-02-2021 0:00;1;CHH01;;0;0;10;E;84000
157;3;5;15-01-2021 0:00;1;MPA02;;12;12;0;F;84000
2;5;3;10-01-2011 0:00;2;MPLA0;;0;2;0;F;84500
10;5;3;07-01-2011 0:00;2;MPLA0;;2;0;0;S;84500
21;1;78200300;19-01-2011 0:00;1;MPLA0;;0;10;0;F;84500
29;1;78200300;12-01-2011 0:00;1;MPLA0;;10;0;0;S;84500
6;4;6;10-01-2011 0:00;2;PSM02;;0;3;0;F;84600
13;4;6;07-01-2011 0:00;2;PSM02;;3;0;0;S;84600
54;1;101;12-11-2020 0:00;1;BUN01;;0;0;10;E;84600
112;7;1;10-10-2020 0:00;1;MPA03;;10;10;0;F;85000
12;1;8;14-01-2011 0:00;2;CAH01;;0;10;0;F;85600
16;1;8;09-01-2011 0:00;2;CAH01;;10;0;0;S;85600
61;1;1;31-08-2020 0:00;2;CAH01;;10;0;0;S;85600
87;1;5;10-08-2020 0:00;1;CAH01;;10;10;0;F;85600
118;1;1;17-03-2021 0:00;1;CAH01;;10;0;0;S;85600
127;1;2;28-12-2020 0:00;1;CAH01;;0;10;0;F;85600
92;3;2;20-08-2020 0:00;1;CAM01;;6;6;0;F;86040
83;4;1;05-08-2020 0:00;1;CAM02;;5;5;0;F;86350
86;4;4;10-08-2020 0:00;1;CAM02;;5;5;0;F;86350
93;4;1;04-09-2020 0:00;1;CAM02;;5;5;0;F;86350
104;4;1;04-10-2020 0:00;1;CAM02;;5;5;0;F;86350
142;2;3;31-12-2020 0:00;1;CAM02;;0;5;0;F;86350
10000013;2;DE002;02-02-2011 0:00;1;MPTP1;;10;10;0;F;86400
71;1;100;10-02-2021 0:00;1;CAH01;;0;0;15;E;86700
7;1;1;04-01-2011 0:00;1;MPI01;;0;0;50;E;87050
5;1;5;10-01-2011 0:00;2;PAH01;;0;5;0;F;87450
12;1;5;07-01-2011 0:00;2;PAH01;;5;0;0;S;87450
94;1;2;04-09-2020 0:00;1;PAH01;;5;5;0;F;87450
112;2;1;10-10-2020 0:00;1;PAH01;;5;5;0;F;87450
133;1;3;31-12-2020 0:00;1;PAH01;;5;5;0;F;87450
10000020;1;5;03-02-2011 0:00;2;PAH01;;0;5;0;F;87450
10000024;2;2;02-10-2020 0:00;1;PAH01;;5;5;0;F;87450
16;7;4;17-01-2011 0:00;1;MPTC2;;0;5;0;F;87500
22;7;4;11-01-2011 0:00;1;MPTC2;;5;0;0;S;87500
73;2;102;15-02-2021 0:00;1;CHH02;;0;0;5;E;87500
10000019;8;4;03-02-2011 0:00;1;MPTC2;;0;5;0;F;87500
91;2;1;25-08-2020 0:00;1;CAH02;;7;7;0;F;87710
10000013;3;DE002;02-02-2011 0:00;1;MPTP2;;10;10;0;F;91120
118;1;2;05-12-2020 0:00;1;BUI01;;9;9;0;F;91800
65;2;3;31-08-2020 0:00;1;BUI03;;10;0;0;S;92000
79;2;3;04-07-2020 0:00;1;BUI03;;0;10;0;F;92000
68;3;103;06-03-2021 0:00;1;CHM01;;0;0;5;E;92280
68;2;103;06-03-2021 0:00;1;CHH02;;0;0;5;E;92500
39;1;89277000;16-02-2011 0:00;2;MPLA1;;0;10;0;F;92910
46;1;89277000;07-02-2011 0:00;2;MPLA1;;10;0;0;S;92910
4;1;1;03-01-2011 0:00;1;MPBC0;;0;0;1000;E;93000
65;3;3;31-08-2020 0:00;1;BUN02;;10;0;0;S;95000
79;3;3;04-07-2020 0:00;1;BUN02;;0;10;0;F;95000
117;2;1;05-12-2020 0:00;1;BUN02;;10;10;0;F;95000
192;1;105;20-02-2021 0:00;1;BUF01;;0;10;0;F;95000
60;2;4;04-06-2020 0:00;1;MAC01;;1;1;0;F;97000
70;1;1;15-12-2020 0:00;1;MAC01;;1;0;0;S;97000
70;4;105;11-03-2021 0:00;1;PSH02;;0;0;10;E;97000
97;5;6;10-09-2020 0:00;1;MAC01;;1;1;0;F;97000
103;5;5;25-09-2020 0:00;1;MAC01;;1;1;0;F;97000
10000030;2;8;05-11-2020 0:00;1;MAC01;;1;1;0;F;97000
131;3;10100100;10-04-2021 0:00;1;ACT01;;25;0;0;S;97616
2;6;3;10-01-2011 0:00;2;MPLA1;;0;1;0;F;97800
10;6;3;07-01-2011 0:00;2;MPLA1;;1;0;0;S;97800
21;2;78200300;19-01-2011 0:00;1;MPLA1;;0;10;0;F;97800
29;2;78200300;12-01-2011 0:00;1;MPLA1;;10;0;0;S;97800
70;3;105;11-03-2021 0:00;1;PSH01;;0;0;10;E;98000
14;2;1;25-01-2011 0:00;1;CAH02;;0;0;10;E;98050
31;4;6;14-02-2011 0:00;1;CAM02;;6;6;0;F;98439
2;8;3;10-01-2011 0:00;2;MPLM2;;0;1;0;F;98460
10;8;3;07-01-2011 0:00;2;MPLM2;;1;0;0;S;98460
31;5;6;14-02-2011 0:00;1;PAH01;;2;6;0;F;99693
10000004;1;60001;04-02-2011 0:00;1;CAH01;;0;0;10;E;100000
141;2;2;31-12-2020 0:00;1;CAH02;;8;8;0;F;100240
91;3;1;25-08-2020 0:00;1;CAM01;;7;7;0;F;100380
155;1;6;15-01-2021 0:00;1;BUN01;;12;12;0;F;100800
49;2;100;03-11-2020 0:00;1;BUI02;;0;0;10;E;101000
157;4;5;15-01-2021 0:00;1;MPA03;;12;12;0;F;102000
94;2;2;04-09-2020 0:00;1;PAH02;;5;5;0;F;102250
133;2;3;31-12-2020 0:00;1;PAH02;;5;5;0;F;102250
3;8;4;10-01-2011 0:00;2;MPTK1;;0;5;0;F;102700
11;8;4;07-01-2011 0:00;2;MPTK1;;5;0;0;S;102700
16;11;4;17-01-2011 0:00;1;MPTK1;;0;5;0;F;102700
22;11;4;11-01-2011 0:00;1;MPTK1;;5;0;0;S;102700
10000019;12;4;03-02-2011 0:00;1;MPTK1;;0;10;0;F;102700
65;1;100;02-03-2021 0:00;1;BUI01;;0;0;15;E;103350
65;2;100;02-03-2021 0:00;1;BUI01;;0;0;15;E;103350
65;3;100;02-03-2021 0:00;1;BUI01;;0;0;15;E;103350
92;4;2;20-08-2020 0:00;1;CAM02;;6;6;0;F;103620
3;11;4;10-01-2011 0:00;2;MPTP1;;0;3;0;F;103680
11;11;4;07-01-2011 0:00;2;MPTP1;;3;0;0;S;103680
16;15;4;17-01-2011 0:00;1;MPTP1;;0;9;0;F;103680
22;15;4;11-01-2011 0:00;1;MPTP1;;9;0;0;S;103680
10000019;16;4;03-02-2011 0:00;1;MPTP1;;0;12;0;F;103680
47;6;2;18-02-2011 0:00;1;CHH02;;0;4;0;F;103800
101;4;1;25-09-2020 0:00;1;CHH02;;4;4;0;F;103800
9;3;12288963;06-01-2011 0:00;1;MPTA2;;0;0;30;E;103950
54;2;101;12-11-2020 0:00;1;BUN02;;0;0;10;E;104000
70;2;105;11-03-2021 0:00;1;PSM02;;0;0;10;E;104500
100;3;9;20-09-2020 0:00;1;PAH01;;6;6;0;F;104940
68;4;103;06-03-2021 0:00;1;CHM02;;0;0;5;E;105000
114;4;2;10-11-2020 0:00;1;MPA02;;15;15;0;F;105000
121;2;5;20-12-2020 0:00;1;MPA02;;15;15;0;F;105000
128;2;3;28-12-2020 0:00;1;MPA02;;15;15;0;F;105000
4;5;1;03-01-2011 0:00;1;MPBG0;;0;0;500;E;105500
28;4;;04-02-2011 0:00;2;ACT01;;0;0;25;E;105600
53;4;;04-02-2011 0:00;1;ACT01;;25;0;0;S;105600
12;5;8;14-01-2011 0:00;2;CHH01;;0;8;0;F;107920
16;5;8;09-01-2011 0:00;2;CHH01;;8;0;0;S;107920
78;1;100;06-03-2021 0:00;1;CAH01;;0;0;20;E;108000
2;7;3;10-01-2011 0:00;2;MPLA2;;0;2;0;F;109800
10;7;3;07-01-2011 0:00;2;MPLA2;;2;0;0;S;109800
21;3;78200300;19-01-2011 0:00;1;MPLA2;;0;10;0;F;109800
29;3;78200300;12-01-2011 0:00;1;MPLA2;;10;0;0;S;109800
31;7;6;14-02-2011 0:00;1;PAM01;;6;6;0;F;110124
95;3;3;04-09-2020 0:00;1;CHM01;;4;4;0;F;111520
10000025;4;3;05-10-2020 0:00;1;CHM01;;4;4;0;F;111520
118;2;2;05-12-2020 0:00;1;BUI02;;9;9;0;F;112500
143;2;4;31-12-2020 0:00;1;CAH02;;9;9;0;F;112770
155;2;6;15-01-2021 0:00;1;BUN02;;12;12;0;F;114000
7;4;12233966;06-01-2011 0:00;1;CHM02;;4;0;0;S;114952
60;1;4;04-06-2020 0:00;1;MAC02;;1;1;0;F;115600
97;6;6;10-09-2020 0:00;1;MAC02;;1;1;0;F;115600
103;6;5;25-09-2020 0:00;1;MAC02;;1;1;0;F;115600
31;6;6;14-02-2011 0:00;1;PAH02;;6;6;0;F;116565
59;1;100;15-01-2021 0:00;1;BUI01;;0;0;15;E;117000
59;2;100;15-01-2021 0:00;1;BUI01;;0;0;15;E;117000
59;3;100;15-01-2021 0:00;1;BUI01;;0;0;15;E;117000
9;4;12288963;06-01-2011 0:00;1;MPTA3;;0;0;30;E;118440
10000025;3;3;05-10-2020 0:00;1;CHH02;;4;4;0;F;119370
55;1;100;22-11-2020 0:00;1;CAH01;;0;0;20;E;120000
55;2;100;22-11-2020 0:00;1;CAH02;;0;0;20;E;120000
91;4;1;25-08-2020 0:00;1;CAM02;;7;7;0;F;120890
3;9;4;10-01-2011 0:00;2;MPTK3;;0;4;0;F;121000
11;9;4;07-01-2011 0:00;2;MPTK3;;4;0;0;S;121000
16;13;4;17-01-2011 0:00;1;MPTK3;;0;6;0;F;121000
22;13;4;11-01-2011 0:00;1;MPTK3;;6;0;0;S;121000
95;4;3;04-09-2020 0:00;1;CHM02;;4;4;0;F;121000
10000019;14;4;03-02-2011 0:00;1;MPTK3;;0;10;0;F;121000
10000025;5;3;05-10-2020 0:00;1;CHM02;;4;4;0;F;121000
10000032;1;;15-12-2020 0:00;1;CHM02;;4;4;0;B;121000
43;1;2;18-02-2011 0:00;2;CAH01;;0;15;0;F;121980
50;1;2;08-02-2011 0:00;2;CAH01;;15;0;0;S;121980
34;3;2;14-02-2011 0:00;2;CAM01;;0;9;0;F;122607
43;3;2;07-02-2011 0:00;2;CAM01;;9;0;0;S;122607
100;4;9;20-09-2020 0:00;1;PAH02;;6;6;0;F;122700
7;2;12233966;06-01-2011 0:00;1;CHH02;;5;0;0;S;123265
7;3;1;04-01-2011 0:00;1;MPI03;;0;0;100;E;124400
7;2;1;04-01-2011 0:00;1;MPI02;;0;0;50;E;125000
33;1;80002000;05-02-2011 0:00;1;PAH01;;0;0;10;E;125000
65;1;3;31-08-2020 0:00;1;BUI02;;10;0;0;S;125000
79;1;3;04-07-2020 0:00;1;BUI02;;0;10;0;F;125000
6;2;80002000;04-01-2011 0:00;1;MPEFP;;0;0;300;E;125100
1;2;2;10-01-2011 0:00;1;CAH02;;0;10;0;F;125300
9;2;2;07-01-2011 0:00;1;CAH02;;10;0;0;S;125300
12;2;8;14-01-2011 0:00;2;CAH02;;0;10;0;F;125300
16;2;8;09-01-2011 0:00;2;CAH02;;10;0;0;S;125300
